epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
155,1784.84,0.41805,0.21967,0.81644,0.99884,1,0.995,0.88843,0.57428,0.26392,0.90525,0.000819831,0.000819831,0.000819831
156,1795.06,0.42786,0.22112,0.81701,0.99897,1,0.995,0.88646,0.58807,0.26956,0.91672,0.000814329,0.000814329,0.000814329
157,1806.86,0.41593,0.22215,0.81005,0.99884,1,0.995,0.8925,0.57041,0.26127,0.91326,0.000808828,0.000808828,0.000808828
158,1817.29,0.39986,0.2137,0.81426,0.99892,1,0.995,0.89714,0.52706,0.25319,0.8959,0.000803327,0.000803327,0.000803327
159,1828.39,0.40825,0.21495,0.81774,0.999,1,0.995,0.90277,0.54561,0.25274,0.90114,0.000797826,0.000797826,0.000797826
160,1840.45,0.40518,0.21522,0.81397,0.99882,1,0.995,0.89673,0.55706,0.25549,0.89052,0.000792325,0.000792325,0.000792325
161,1850.03,0.41527,0.21916,0.81784,0.99895,1,0.995,0.86305,0.62277,0.25838,0.91419,0.000786824,0.000786824,0.000786824
162,1861.67,0.3929,0.21712,0.81392,0.99859,1,0.995,0.89757,0.50025,0.25614,0.87594,0.000781323,0.000781323,0.000781323
163,1873.59,0.40408,0.21575,0.82203,0.99866,1,0.995,0.89966,0.51236,0.25769,0.87509,0.000775822,0.000775822,0.000775822
164,1883.13,0.38221,0.21106,0.80599,0.99839,1,0.995,0.89731,0.52631,0.26077,0.87779,0.000770321,0.000770321,0.000770321
165,1894.28,0.39746,0.2117,0.81346,0.99895,1,0.995,0.88571,0.57299,0.25466,0.89139,0.00076482,0.00076482,0.00076482
166,1905.99,0.39909,0.21489,0.80923,0.99889,1,0.995,0.89851,0.55678,0.2657,0.8906,0.000759318,0.000759318,0.000759318
167,1915.37,0.38237,0.21033,0.80761,0.9988,1,0.995,0.90458,0.53224,0.26041,0.8796,0.000753817,0.000753817,0.000753817
168,1927.47,0.40631,0.21773,0.81475,0.99896,1,0.995,0.89885,0.54499,0.25554,0.88572,0.000748316,0.000748316,0.000748316
169,1937.06,0.39524,0.21052,0.81681,0.999,1,0.995,0.893,0.55732,0.24736,0.88978,0.000742815,0.000742815,0.000742815
170,1948.09,0.39134,0.2123,0.81853,0.99896,1,0.995,0.90422,0.51801,0.24578,0.88798,0.000737314,0.000737314,0.000737314
171,1959.54,0.38277,0.20832,0.80769,0.99936,1,0.995,0.89224,0.54074,0.25619,0.88343,0.000731813,0.000731813,0.000731813
172,1968.89,0.38878,0.21356,0.80943,0.99869,1,0.995,0.90461,0.51019,0.25776,0.88014,0.000726312,0.000726312,0.000726312
173,1980.35,0.39044,0.21149,0.80877,0.99886,1,0.995,0.90678,0.52202,0.24328,0.881,0.000720811,0.000720811,0.000720811
174,1992.32,0.37558,0.20339,0.81024,0.99881,1,0.995,0.89898,0.54902,0.25335,0.88533,0.00071531,0.00071531,0.00071531
175,2001.72,0.38641,0.20545,0.81483,0.99896,1,0.995,0.90966,0.53169,0.24601,0.88929,0.000709809,0.000709809,0.000709809
176,2013.35,0.37708,0.20544,0.80682,0.99875,1,0.995,0.88442,0.57326,0.25339,0.89334,0.000704307,0.000704307,0.000704307
